,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi2v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NumAliphaticRings,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_benzene,fr_bicyclic,fr_ether,fr_halogen
sample_408,-0.2899537037037032,11.25182634164777,0.2899537037037032,0.5685826396083031,166.11499999999998,0.3376196486138456,-0.4621081531843226,1.3846153846153846,2.0,2.5384615384615383,2.611171250638134,279.48114931490306,2.757927659022749,0.8972954514511609,0.8972954514511609,-1.5099999999999998,912.2320628762052,9.577032201914708,4.499571342364573,2.780670678629494,10.470530430962235,0.0,5.969305287951849,0.0,4.794537184071822,6.923737199690624,30.686289896772447,5.687386274683562,12.170333456209914,9.53140013787187,11.656691562635412,0.0,0.0,13.344558822616634,12.340549441675103,29.828919765543436,0.0,5.733667477162185,5.687386274683562,0.0,12.576187252464766,4.736862953800049,0.0,23.70254749838545,24.26546827384644,52.32,0.0,4.794537184071822,5.969305287951849,17.857719730893475,6.4208216229260096,0.0,24.26546827384644,6.923737199690624,0.0,10.470530430962235,4.937342214663643,11.25182634164777,0.0,6.66436140505585,-0.2899537037037032,6.686241496598639,0.8340401392038297,2.4161421065339717,0.3,2,0,1,3,3,3,1,1.8356,1,1,0,1,0,1,0
sample_409,-0.4201851851851848,10.633985260770976,0.4201851851851848,0.31368812641161975,142.09699999999998,0.332847152574047,-0.3069128275035048,1.2727272727272727,1.9090909090909092,2.4545454545454546,2.57930229200732,234.70081897264765,1.964487116313777,0.6886649264579412,0.6886649264579412,-1.5499999999999998,370.93558073874095,7.555820105820105,3.5773240403501068,2.267970677892292,5.316788604006331,0.0,6.031114512338072,5.425791397110385,10.63720745433806,18.19910120538483,12.13273413692322,5.687386274683562,0.0,4.794537184071822,11.718500787021634,5.425791397110385,5.842670270266239,0.0,5.316788604006331,30.33183534230805,0.0,16.585250271382954,10.481923458755384,0.0,6.031114512338072,0.0,0.0,0.0,30.33183534230805,67.14999999999999,6.031114512338072,4.794537184071822,0.0,0.0,5.687386274683562,0.0,12.13273413692322,23.624892602495215,5.316788604006331,5.842670270266239,0.0,10.633985260770976,2.5165277777777777,2.681407785336357,4.8578363567649285,8.643576152683297,0.0,0.0,0.0,4,0,1,2,4,1,1,0.6818,1,1,0,1,0,0,0
sample_410,-0.5249074074074074,10.852037037037038,0.056157407407407156,0.6143884490200855,144.08499999999998,0.3411321188257538,-0.5070528008609642,1.4545454545454546,2.090909090909091,2.6363636363636362,3.0326621558006566,267.7946100817276,2.00873068223107,0.7562084325647941,0.7562084325647941,-1.51,338.8835334198964,7.595374077976819,3.0531381005525,1.490370509139573,9.843390348640755,11.3129633249809,5.969305287951849,0.0,4.794537184071822,12.13273413692322,12.13273413692322,0.0,7.109797541277533,14.637927532712576,5.969305287951849,0.0,0.0,0.0,7.109797541277533,29.828919765543436,5.749511833283905,0.0,0.0,0.0,18.18563022407009,4.736862953800049,0.0,10.357988675768818,24.26546827384644,46.53,5.969305287951849,4.794537184071822,11.3129633249809,0.0,0.0,19.242531678200752,12.13273413692322,0.0,4.736862953800049,5.106527394840706,4.4181481481481475,10.852037037037038,9.111203703703703,0.1898148148148151,-0.5810648148148145,6.237268518518519,0.0,0.0,0.125,1,0,1,3,3,1,1,1.1787999999999998,1,1,0,1,0,1,0
sample_411,-0.13172839506172784,9.008209876543209,0.13172839506172784,0.676127858458076,194.424,0.15236011963259538,-0.5048259317440998,1.0,1.4,1.8,3.310532874722407,236.16499587006643,2.9688777845360663,0.5345846445042866,1.3515622748040934,-0.1100000000000001,153.18156034003755,7.991112234580385,2.868476365519269,1.4834320321309065,5.106527394840706,0.0,0.0,0.0,0.0,34.802819670697545,12.13273413692322,5.022633313741326,10.045266627482652,5.106527394840706,34.802819670697545,0.0,0.0,0.0,0.0,27.2006340781472,5.749511833283905,0.0,0.0,34.802819670697545,5.106527394840706,0.0,0.0,0.0,12.13273413692322,20.23,0.0,0.0,15.794778460766558,5.022633313741326,0.0,12.13273413692322,0.0,0.0,0.0,39.909347065538256,0.0,0.0,9.746913580246915,0.0,-0.13172839506172784,2.8419135802469135,0.0,0.0,0.0,1,0,1,1,4,0,1,3.3523999999999994,0,0,0,1,0,0,3
sample_412,-0.5186805555555556,12.026207482993197,0.15513888888888872,0.7672998421844797,202.14799999999997,0.2367039782146347,-0.29567988249602595,1.25,1.9375,2.5,2.4002434981758296,413.20058758574135,4.178986056006201,2.32329451920054,2.32329451920054,-1.64,5184.7415078975655,10.863879123263889,4.082251912916305,1.621896084964598,0.0,0.0,0.0,14.905862972149976,0.0,37.255572541998674,18.405094737549014,6.4208216229260096,5.41499046939678,9.589074368143644,11.814359458703011,5.316788604006331,0.0,31.601192537865433,0.0,35.89528683400505,0.0,5.316788604006331,0.0,0.0,11.814359458703011,15.004064837540422,0.0,31.749653560165648,30.33183534230805,46.17,5.41499046939678,9.589074368143644,11.814359458703011,12.841643245852019,11.984273114623004,0.0,0.0,37.255572541998674,5.316788604006331,0.0,0.0,23.20276203073822,2.4417318594104307,0.4836342592592595,-0.317170256991685,9.697814783320736,1.7527588813303099,1.9884684429327286,0.38461538461538464,1,1,1,2,3,2,2,1.771,2,2,0,1,0,0,0
sample_413,0.9837962962962965,5.904351851851851,0.9837962962962965,0.6418508425408987,134.11699999999996,0.03784053328184906,-0.39828240899735684,1.0909090909090908,1.5454545454545454,1.9090909090909092,3.0951982523070996,218.37813497601377,2.6970421544965197,1.2828105491903485,1.2828105491903485,-0.98,348.57046183703704,8.119800399201598,3.422420003728164,1.5344814768275659,5.733667477162185,0.0,0.0,0.0,0.0,32.046575604766076,23.96854622924601,5.687386274683562,0.0,0.0,5.687386274683562,0.0,0.0,26.689117645233267,5.733667477162185,29.32600418877882,0.0,5.733667477162185,5.687386274683562,0.0,0.0,12.841643245852019,0.0,24.974377382775238,18.19910120538483,26.02,0.0,0.0,0.0,0.0,18.52902952053558,11.126902983393991,0.0,0.0,32.046575604766076,5.733667477162185,0.0,0.0,0.0,9.423981481481482,0.0,6.260925925925926,2.0549074074074074,4.260185185185185,0.4,2,0,1,1,1,2,1,2.3936,0,0,0,1,0,0,0
sample_414,-0.508191609977324,11.544212490551775,0.23870370370370386,0.7313625096648502,208.12799999999996,0.33849587273304266,-0.46237242193829203,0.9375,1.3125,1.625,2.9975148158911993,347.3600796599688,2.986524142897679,1.256806359818137,1.256806359818137,-1.8399999999999999,3922.2090999066277,12.230621468926552,5.900534456325564,2.823480898816076,9.473725907600098,0.0,11.938610575903699,0.0,9.589074368143644,12.13273413692322,25.980208536304467,0.0,24.340666912419827,19.06280027574374,11.938610575903699,0.0,0.0,13.847474399381248,13.213763929025836,35.392371257240434,0.0,0.0,0.0,0.0,25.152374504929536,9.473725907600098,0.0,34.56345175091888,24.26546827384644,52.60000000000001,11.938610575903699,9.589074368143644,24.340666912419827,0.0,0.0,0.0,38.112942673227685,0.0,0.0,9.473725907600098,9.700359504913077,23.08842498110355,0.0,0.4774074074074077,-1.0163832199546476,6.442908163265306,0.0,3.973949829931973,0.3333333333333333,0,0,1,4,4,4,1,2.04,2,2,0,1,0,2,0
sample_415,-0.3634259259259258,11.052121126228268,0.14171154572940314,0.67810167363512,156.09599999999998,0.3376117519092107,-0.5079661787854334,1.4166666666666667,2.0,2.5,2.753742758109602,263.6070662599115,2.2673442047994588,0.8119405789931831,0.8119405789931831,-1.5099999999999998,535.0628080861914,8.585328884652048,3.7588733548338538,1.985036469518851,9.843390348640755,5.749511833283905,5.969305287951849,0.0,4.794537184071822,0.0,31.18920547353706,0.0,12.170333456209914,14.637927532712576,5.969305287951849,0.0,0.0,6.923737199690624,6.606881964512918,29.828919765543436,5.749511833283905,0.0,0.0,0.0,17.682714647305474,4.736862953800049,0.0,17.28172587545944,24.26546827384644,46.53,0.0,4.794537184071822,11.718817121235755,12.170333456209914,0.0,24.26546827384644,6.923737199690624,0.0,0.0,9.843390348640755,4.747220332577475,11.052121126228268,8.916233386873268,0.45337962962962997,-0.22171438019652268,5.943611111111112,0.0,2.10914879377677,0.2222222222222222,1,0,1,3,3,2,1,1.5689,1,1,0,1,0,1,0
sample_416,0.7536848072562358,9.8375496819098,0.7536848072562358,0.3966101918122153,112.08699999999997,0.1194901986703158,-0.3034029081494581,1.1111111111111112,1.7777777777777777,2.3333333333333335,2.663883887398184,59.58797503894244,2.369555363634574,0.8312242912240133,0.8312242912240133,-0.33,103.68791599331826,8.67,7.669999999999999,7.670000000000001,4.794537184071822,6.286160523129555,0.0,0.0,0.0,32.60702369139466,6.4208216229260096,6.4208216229260096,0.0,4.794537184071822,6.286160523129555,0.0,0.0,45.448666937246685,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,45.448666937246685,0.0,17.07,0.0,4.794537184071822,0.0,0.0,19.127803768981575,25.683286491704038,0.0,0.0,6.923737199690624,0.0,0.0,9.8375496819098,0.0,0.0,0.0,0.0,7.96828018707483,2.194170131015369,0.875,0,0,0,1,1,6,0,2.5458000000000007,1,1,0,0,0,0,0
sample_417,0.9409722222222222,4.964583333333334,0.9409722222222222,0.35180438170232986,72.06599999999999,0.008590856339665517,-0.12010931716807507,1.6666666666666667,2.3333333333333335,2.5,2.5438576444484196,47.548875021634686,1.307677535825205,0.2788387679126026,0.2788387679126026,-0.44,20.986300857070454,5.559999999999999,4.559999999999998,3.5599999999999987,0.0,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,0.0,12.343784214475903,0.0,0.0,0.0,0.0,0.0,12.343784214475903,26.186202068468653,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,12.841643245852019,0.0,0.0,12.844171518546268,6.423349895620259,0.0,0.0,0.0,0.0,2.568611111111111,0.0,8.29513888888889,2.13625,0.6666666666666666,0,0,0,0,0,2,0,1.8098,0,0,0,0,0,0,0
sample_418,0.0514569160997731,11.424038407029478,0.0514569160997731,0.6889877978543473,176.13399999999996,0.3165885508902913,-0.3352772365520288,1.0714285714285714,1.5714285714285714,2.0714285714285716,2.2955379333514614,172.12634489929064,4.385957969920476,1.9041995060307217,1.9041995060307217,-0.73,1244.7082740704682,11.345357950263752,5.887315212065599,3.985475356652022,10.216698334856808,0.0,6.031114512338072,0.0,4.794537184071822,32.10410811463005,12.841643245852019,20.13718479450234,0.0,4.794537184071822,6.031114512338072,10.216698334856808,0.0,50.987592189630035,14.09534396535438,0.0,0.0,5.316788604006331,4.794537184071822,0.0,31.06820903769089,0.0,0.0,44.94575136048208,0.0,32.34,0.0,4.794537184071822,6.031114512338072,6.041840829147961,12.841643245852019,32.10410811463005,18.99525369620486,0.0,5.316788604006331,0.0,0.0,13.03392573696145,3.0730555555555554,0.0,0.0,0.4590495086923656,8.854094230284707,0.0,0.9090909090909091,1,1,0,1,3,1,1,2.3705,1,1,1,0,0,0,0
sample_419,0.6498611111111112,4.1436574074074075,0.6498611111111112,0.4838783578015653,172.172,0.18197478408391238,-0.2484232319642989,1.0833333333333333,1.9166666666666667,2.75,2.7909670297392646,398.0334383297276,2.9064471570034422,0.9225341227428273,1.4124247162813717,-1.23,902.1138495051405,7.420820130091841,3.0215540250646478,1.1171841688981712,0.0,16.869980771050045,0.0,0.0,19.935914083788834,0.0,6.255769183511404,12.393687143226153,0.0,0.0,22.925762887775107,19.935914083788834,0.0,5.025959978669241,6.255769183511404,18.721007217990696,0.0,0.0,0.0,11.761884949391115,26.191683267300235,0.0,0.0,0.0,23.746967196659934,51.56,0.0,0.0,0.0,5.647177220767728,10.542660696285502,6.3273200747645415,24.155572092617266,6.255769183511404,19.935914083788834,0.0,0.0,16.273009259259258,0.8686111111111112,1.4206944444444447,0.0,0.0,6.726342592592593,0.0,0.14285714285714285,0,0,2,5,5,1,2,1.1417,0,0,4,0,1,0,0
sample_420,0.42870370370370403,4.805032123960695,0.42870370370370403,0.5918553187774289,160.161,0.19799071300544221,-0.31371611931594945,1.1818181818181819,2.0,2.909090909090909,2.935350797972025,435.53037088475946,2.3652382807657197,0.7928992644194317,0.9422784748556514,-1.36,487.8529731213885,6.356547006614281,2.352980381617845,1.0963723774613643,4.9839785209472085,5.516700717616262,0.0,0.0,14.951935562841626,0.0,12.217873443046695,12.393687143226153,6.196843571613076,0.0,23.381751381430686,19.935914083788834,0.0,0.0,0.0,23.361596485429388,0.0,0.0,0.0,12.217873443046695,19.935914083788834,0.0,4.771065770590158,0.0,18.59053071483923,54.46,0.0,0.0,0.0,10.418242991357886,5.516700717616262,0.0,18.59053071483923,0.0,19.935914083788834,12.217873443046695,0.42870370370370403,14.720925925925926,0.0,1.3968518518518525,0.0,0.0,4.81515306122449,0.0,0.0,1,0,2,4,5,0,2,1.0823899999999997,0,0,3,0,1,0,0
sample_421,-0.06559269232384302,10.681432271982867,0.06559269232384302,0.7706788668096719,166.11499999999998,0.22074743631883423,-0.4938874337901201,1.3846153846153846,2.0,2.4615384615384617,2.635972640607562,279.48114931490306,2.638576314730446,1.0044240931795203,1.0044240931795203,-1.5100000000000002,831.1135117830083,9.577032201914708,4.499571342364573,3.15128754635011,10.05365155780638,5.749511833283905,0.0,4.794537184071822,0.0,0.0,31.18920547353706,12.611123474374185,6.606881964512918,9.53140013787187,11.594566004035068,0.0,0.0,13.847474399381248,11.923670568519249,24.26546827384644,5.749511833283905,10.05365155780638,5.687386274683562,0.0,12.514061693864424,4.794537184071822,0.0,13.847474399381248,24.26546827384644,38.33,0.0,4.794537184071822,5.907179729351506,6.606881964512918,11.436898107967467,6.923737199690624,0.0,31.18920547353706,5.316788604006331,4.736862953800049,5.253109410430839,10.681432271982867,2.679609552154195,0.7879195011337872,0.7507054936172004,7.2800925925925934,0.0,4.06713117808852,0.3,1,0,1,2,3,3,1,2.0437,1,1,0,1,0,1,0
sample_422,1.15625,3.3095138888888886,1.15625,0.5113821197020362,127.948,0.003115222707676138,-0.09280798507522109,1.6,2.2,2.2,2.19060968716425,11.119415478763749,1.8355338966552388,0.13363062095621214,0.6943650748294133,0.48,11.245112497836532,5.48,4.480000000000002,4.480000000000002,0.0,0.0,0.0,0.0,0.0,29.274502720565984,6.4208216229260096,5.330089647061427,0.0,0.0,15.929943897949348,0.0,0.0,19.765380445542643,5.330089647061427,0.0,0.0,0.0,0.0,15.929943897949348,5.330089647061427,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,0.0,0.0,5.330089647061427,12.841643245852019,0.0,0.0,22.85368109763997,0.0,0.0,0.0,1.15625,0.0,0.0,0.0,2.6024305555555554,2.1818055555555556,1.0,0,0,0,0,1,2,0,2.1814,0,0,0,0,0,0,1
sample_423,0.7939814814814818,5.53969135802469,0.7939814814814818,0.4833833263681997,107.51899999999998,0.04054844089419866,-0.08434447652490142,1.0,1.5714285714285714,1.8571428571428572,3.0214653097240864,134.10736969541455,1.7320039398976033,0.4146671044330672,0.5601456979237288,-0.49000000000000005,47.19725257297226,4.663609831029186,1.9871232675119368,1.2036104723218575,0.0,0.0,0.0,0.0,0.0,29.800041095617345,12.13273413692322,5.022633313741326,0.0,0.0,11.600939890232516,0.0,0.0,0.0,0.0,35.35446865604938,0.0,0.0,0.0,11.600939890232516,0.0,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,0.0,0.0,5.022633313741326,0.0,0.0,30.33183534230805,0.0,11.600939890232516,0.0,0.0,0.7939814814814818,0.0,0.0,9.444104938271606,0.0,0.0,0.0,0,0,1,0,1,0,1,2.34,0,0,0,1,0,0,1
sample_424,0.4297839506172838,5.375239197530863,0.4297839506172838,0.6457988588669854,231.29399999999998,0.0377758067271852,-0.12547045410683277,1.6666666666666667,2.1666666666666665,2.1666666666666665,2.7541847860376616,27.974168451037094,3.1569363616929076,0.04123930494211612,0.6428571428571428,1.25,19.800269059780252,7.25,4.41,3.4404761904761907,0.0,0.0,0.0,0.0,0.0,31.859887795898697,0.0,16.03726716232858,0.0,0.0,43.46082768613121,0.0,0.0,4.827174070296812,11.210093092031766,0.0,0.0,0.0,0.0,43.46082768613121,16.03726716232858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.707177515267151,5.330089647061427,0.0,0.0,0.0,31.859887795898697,11.600939890232516,0.0,0.4297839506172838,0.9270833333333334,0.0,0.6718750000000002,0.0,0.0,0.0,1.0,0,0,0,0,3,2,0,2.3836000000000004,0,0,0,0,0,0,3
sample_425,0.43518518518518534,8.448425925925926,0.43518518518518534,0.5302033439887756,124.10199999999998,0.10050896782150787,-0.19238881000801789,0.9,1.3,1.6,3.2849777388829176,281.76485559073006,1.769190579732689,0.6781066001635356,0.6781066001635356,-1.8,238.97589595141258,6.3219512195121945,2.660207612456747,0.9621671258034892,0.0,12.138442625584547,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,0.0,35.392371257240434,12.138442625584547,0.0,0.0,0.0,0.0,0.0,22.66222573506152,11.126902983393991,24.26546827384644,47.58,0.0,0.0,0.0,11.126902983393991,0.0,0.0,24.26546827384644,12.138442625584547,0.0,10.523783109476973,0.0,0.0,16.896851851851853,0.8703703703703707,0.0,10.56611111111111,0.0,0.0,0.0,0,0,1,2,2,0,1,1.4299600000000001,0,0,2,1,0,0,0
sample_426,-0.042824074074073515,9.048981481481482,0.042824074074073515,0.5365398515296618,132.082,0.22477322677593464,-0.4926704327516308,1.4,2.3,3.1,2.950090305322589,355.1754374062279,1.829559962302008,0.752214548263444,0.752214548263444,-1.65,372.42214003537873,5.159860161857645,1.6629234524260401,0.5397705083562873,5.106527394840706,11.713544289229336,0.0,5.098681808301038,9.967957041894417,0.0,0.0,0.0,6.196843571613076,5.106527394840706,11.033401435232523,20.16532065849649,0.0,0.0,0.0,12.524163646377618,5.879988336435371,0.0,0.0,0.0,25.271848053337198,0.0,0.0,0.0,12.524163646377618,74.69,0.0,0.0,5.879988336435371,11.033401435232523,0.0,12.524163646377618,0.0,0.0,20.16532065849649,5.106527394840706,0.0,7.3768518518518515,15.866851851851852,0.5486111111111114,-0.042824074074073515,0.0,2.7505092592592595,0.0,0.0,2,0,2,4,5,0,2,0.058499999999999885,0,0,3,0,1,0,0
sample_427,0.6119444444444444,5.526913580246913,0.6119444444444444,0.5073287414395534,119.52999999999997,0.047356316262688825,-0.12155111872017932,1.125,1.75,2.125,2.8320858350070908,145.73281445033504,1.8864904225221257,0.5670976518131655,0.7452718130881152,-0.49000000000000005,91.36757727918736,5.643155792276964,2.729135295311661,1.2392064029119825,0.0,0.0,0.0,0.0,0.0,30.33183534230805,5.563451491696996,5.880003444970339,0.0,0.0,11.600939890232516,0.0,0.0,5.880003444970339,0.0,35.89528683400505,0.0,0.0,0.0,11.600939890232516,0.0,5.880003444970339,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,0.0,5.880003444970339,0.0,5.563451491696996,0.0,30.33183534230805,0.0,11.600939890232516,0.0,0.0,0.0,1.1751543209876545,0.6119444444444444,9.963765432098766,0.0,0.0,0.14285714285714285,0,0,1,0,1,1,1,2.4254000000000007,0,0,0,1,0,0,1
sample_428,0.32750000000000035,9.56394746787604,0.32750000000000035,0.6969384886852025,160.13099999999997,0.12289837673033287,-0.5073115203655633,0.6923076923076923,1.3076923076923077,2.0,2.5360704460016144,392.8790477621569,2.8831744622183133,1.335460669242319,1.335460669242319,-1.7599999999999998,1459.756927542627,7.866895638429664,3.3149108204518427,1.5411515777004618,5.106527394840706,5.749511833283905,0.0,0.0,0.0,48.53093654769288,11.629818560158606,5.563451491696996,0.0,5.106527394840706,0.0,0.0,0.0,0.0,0.0,54.59730361615449,16.876414816677897,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,54.59730361615449,20.23,0.0,5.106527394840706,0.0,5.749511833283905,11.126902983393991,0.0,6.06636706846161,48.53093654769288,0.0,0.0,0.0,0.0,9.56394746787604,1.9200925925925931,0.32750000000000035,17.18845993953137,0.0,0.0,0.0,1,0,2,1,1,1,2,3.0592000000000015,0,0,0,2,0,0,0
sample_429,1.326388888888889,2.1018518518518516,1.326388888888889,0.5179452823981447,116.14399999999998,0.006906893238164152,-0.1296018262146687,1.125,1.75,2.125,2.8320858350070908,145.73281445033504,2.3968294860719688,0.5565779913075294,0.9858783585471153,-0.43000000000000005,91.36757727918736,5.702100396301189,2.7753267143123623,1.27017546560623,0.0,0.0,0.0,0.0,0.0,18.19910120538483,18.388503320434623,4.895483475517775,0.0,0.0,11.761884949391115,0.0,0.0,4.895483475517775,6.255769183511404,30.33183534230805,0.0,0.0,0.0,11.761884949391115,6.255769183511404,0.0,0.0,0.0,35.227318817825825,0.0,0.0,0.0,0.0,0.0,0.0,4.895483475517775,11.761884949391115,18.19910120538483,18.388503320434623,0.0,0.0,1.326388888888889,0.0,0.0,0.0,10.32611111111111,2.0787037037037037,0.0,0.14285714285714285,0,0,1,1,1,1,1,2.4085,0,0,0,1,0,0,0
sample_430,-0.15740740740740744,5.343317901234567,0.15740740740740744,0.49978780379170046,118.95,0.10737822260803331,-0.10539703244923351,1.5,2.0,2.0,2.6272148478988635,26.72905595320056,2.4568027233254544,0.21821789023599236,0.6546536707079771,0.58,14.834466856136647,6.579999999999999,3.75921146953405,4.58,0.0,4.836269690250055,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,0.0,0.0,23.20187978046503,0.0,0.0,24.6016501357927,0.0,0.0,0.0,0.0,0.0,23.20187978046503,4.836269690250055,0.0,0.0,19.765380445542643,0.0,0.0,0.0,0.0,4.836269690250055,0.0,12.841643245852019,0.0,0.0,0.0,6.923737199690624,23.20187978046503,0.0,-0.15740740740740744,0.0,0.0,0.0,0.0,1.972993827160494,2.0533333333333332,1.0,0,0,0,0,2,2,0,2.590200000000001,0,0,0,0,0,0,2
sample_431,-0.33550642479213866,10.950016534391535,0.33550642479213866,0.6240969235528274,156.09599999999998,0.3373460538390451,-0.49676775215519686,1.1666666666666667,1.75,2.1666666666666665,2.8435240620306375,263.6070662599115,2.220083164019457,0.844952573091964,0.844952573091964,-1.5099999999999998,606.7749387127436,8.585328884652048,3.7588733548338538,1.751580147992002,9.473725907600098,5.749511833283905,5.969305287951849,0.0,4.794537184071822,0.0,24.26546827384644,0.0,19.78304657425206,14.268263091671919,5.969305287951849,0.0,0.0,0.0,14.219595082555067,29.828919765543436,5.749511833283905,4.736862953800049,0.0,0.0,20.188900370506914,4.736862953800049,0.0,10.357988675768818,24.26546827384644,35.53,0.0,4.794537184071822,5.969305287951849,5.563451491696996,5.749511833283905,7.109797541277533,31.375265815123974,0.0,4.736862953800049,4.736862953800049,9.460446428571428,10.950016534391535,0.0,0.5262037037037042,0.3891723356009078,6.743888888888889,0.0,0.0,0.2222222222222222,0,0,1,3,3,2,1,1.4818,1,1,0,1,0,2,0
sample_432,-3.614398148148148,11.909098639455783,0.13847505668934312,0.8173307365183631,260.25899999999996,0.2632063432085848,-0.39872771712747346,1.2352941176470589,1.8823529411764706,2.411764705882353,2.2767262836744524,618.7003402944882,6.164814320969334,1.1586534589321902,2.9805120306166546,-1.6699999999999997,7651.767069493676,11.804896022745806,4.3015232176290885,2.7144334253812876,5.733667477162185,5.007623696852765,0.0,4.722094864452088,8.417796984328938,11.336785877934737,31.18920547353706,5.687386274683562,4.895483475517775,8.417796984328938,32.17902178586522,10.197363616602075,0.0,11.819220675208399,10.455762341614273,29.273091970699205,0.0,10.455762341614273,10.818944754522896,11.336785877934737,18.615160600931013,10.023291153407584,6.923737199690624,5.007623696852765,29.160951749364212,97.97,10.023291153407584,8.417796984328938,10.027041955357108,10.695009971536328,0.0,35.60225415178118,6.923737199690624,0.0,14.919458481054164,5.733667477162185,26.169344293272864,0.13847505668934312,8.371540585369951,6.000254176522665,0.0,5.927525510204082,0.0,1.7486921628155394,0.1111111111111111,3,0,2,6,8,3,2,1.2295199999999997,0,0,2,1,0,0,0
sample_433,-0.4450000000000003,10.165294312169312,0.07481481481481511,0.4786228959968398,146.081,0.2691952053150494,-0.4967597347520019,1.3636363636363635,1.9090909090909092,2.272727272727273,2.9138015626758045,254.89312562732442,1.9551350804596574,0.7039370692129482,0.7039370692129482,-1.58,335.4793897870248,7.52615711252654,3.005223044230256,1.6689819002348796,4.736862953800049,5.749511833283905,0.0,10.114318268765572,0.0,0.0,12.13273413692322,12.13273413692322,12.033108590095203,9.660174002617719,5.687386274683562,0.0,0.0,0.0,7.109797541277533,34.37978654261202,5.749511833283905,4.736862953800049,5.687386274683562,0.0,12.033108590095203,0.0,10.114318268765572,0.0,24.26546827384644,52.370000000000005,4.923311048817671,10.114318268765572,5.687386274683562,5.749511833283905,0.0,19.242531678200752,12.13273413692322,0.0,0.0,4.736862953800049,4.826309523809524,9.720294312169312,10.165294312169312,0.07481481481481511,0.6209259259259261,5.910648148148148,0.0,0.0,0.14285714285714285,0,0,1,3,4,2,1,1.6033999999999997,0,0,1,1,0,1,0
sample_434,1.2222222222222223,3.187824074074074,1.2222222222222223,0.5649684553619617,122.10599999999998,0.045617669808042355,-0.3609008962065418,1.2,2.0,2.8,2.931346196218265,346.2557528676839,2.5172716184697426,1.2166041503233596,1.2166041503233596,-1.2400000000000002,367.4718276317615,5.537680730986294,1.8729157652785289,0.6372736985192831,4.9839785209472085,0.0,0.0,0.0,0.0,18.19910120538483,18.55355575984923,17.099768503694133,0.0,0.0,10.902924932081056,4.9839785209472085,0.0,6.923737199690624,0.0,36.02576333715651,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,5.563451491696996,30.462311845459514,15.79,0.0,0.0,0.0,0.0,0.0,16.466376423778055,0.0,12.263210640074686,30.10681692602266,0.0,0.0,3.187824074074074,1.3217592592592595,2.537592592592593,0.0,8.310462962962962,2.0324074074074074,2.1099537037037037,0.1111111111111111,1,0,2,0,1,0,2,2.4763200000000003,0,0,0,1,1,0,0
